Categories,Link,Reviewer,Rating,Title,Review
,https://ca.trustpilot.com/reviews/5e9ce6d4086b6409543ae88a,Nancy McCormack,1 star: Bad,Horrible..,"Horrible... I would NEVER USE AGAIN!  I only got 1/2 of the groceries I paid for and no response from anyone at instacart when I reported it to them immediately.... If you’re smart, you should never use....it is so maddening when you have a problem and no one responds... and yet they send an email saying how IMPORTANT you are to them and they will get back to you!!"
,https://ca.trustpilot.com/reviews/5e9c842f086b6409543abed2,JustAnswer Customer,1 star: Bad,If I could give them a zero I would,"If I could give them a zero I would.  In these uncertain times, I'm trying to get food to my elderly parents as I live out of State.  They were waiting, I was waiting and lo and behold when checking it stated they could not fill my order until April 26.  Unbelievable.  This happened today.  Do not waste your time with this company.  It is the lousiest service I have ever encountered.  Thank goodness I only bought a 1 month membership."
,https://ca.trustpilot.com/reviews/5e9b9c2b086b6409543a5937,Carol Gagne-Freedman,1 star: Bad,They are the worst food delivery I’ve…,They are the worst food delivery I’ve ever used.  I ordered haddock and was delivered Talapia.  I ordered an $11.00 ice cream cake they delivered a  $20.00 birthday ale!!
,https://ca.trustpilot.com/reviews/5e9b8245086b6409543a5392,HoustonGirl,1 star: Bad,Zero response from Instacart,Same thing I keep reading. Got a message groceries delivered. I immediately stepped outside and there were no groceries. I was unable to contact the driver or the company. 48hours have gone by. No response....
,https://ca.trustpilot.com/reviews/5e9b033c086b6409bc878cf4,Jake Rushia,1 star: Bad,You guys need to reopen custerservice,You guys need to reopen custerservice. Like no one is there answering.i am worker for your guys and you guys cant even run custerservice but you keep us instacart shoppers shopping. Like you guys sc my bonus up. You guys have to pay the ones in front line more. I Am osha certified and have no problem talking to OSHA. You guys rip your hard workers of big time. Everyone should get a 800 bonus who worked through this. horroble people.
,https://ca.trustpilot.com/reviews/5e9a1f43086b6409bc872915,Priscilla Clements,1 star: Bad,Waste of Money,I was overcharged by $23 and even after I sent receipts to prove it they have not responded. Will never use them again.
,https://ca.trustpilot.com/reviews/5e9a15d9086b6409bc8723f2,Hans Bartels,1 star: Bad,Took the person 3 hours to pick the…,Took the person 3 hours to pick the items. It would take me 30 minutes.Ice cream was melted. They gave a credit towards my next order. If I don't order again I will be out the money.
,https://ca.trustpilot.com/reviews/5e99e00f086b6409543978e7,James Sanderson,1 star: Bad,Disastrous.,
,https://ca.trustpilot.com/reviews/5e99a794086b640954394049,David Kirby,1 star: Bad,I used to work for instacart,I used to work for instacart. I just quit yesterday.  For some reason almost all of the orders are being given to the 300000 new people they just hired.  The experienced people are not getting the work for about two weeks.  From there own forums board there are many complaints so they are aware of the problems but could care less.
,https://ca.trustpilot.com/reviews/5e98f6c1086b64095438d9cb,Karla Feuer,1 star: Bad,They don't deliver ..,"They don't deliver ... Even from the stores they ""offer.""  Get that times are extraordinarily challenging now but don't lead people along when they probably need to look at other options. Gave me a date, two or three weeks hence and when it got close, POOF it's gone."
,https://ca.trustpilot.com/reviews/5e98a431086b6409bc862f06,ISirna,1 star: Bad,By comparison,"By comparison.  Competitors are doing a remarkable job processing orders.  I have had a grocery list in my ""instacart"" at Heinens for 10 days.  With no available times for pick up.  Discovered there are only 1 or 2 shoppers per store.  Not sure who made that call but I can tell you it's a failed system.I have since made a grocery list with two other competitors and had my items within 24 hours.  I might also add, I am in the food distribution business and under the unforeseen circumstances, have been able to service the community with food daily, with minimal to no obstacles.Someone in corporate really needs to take a look at how inefficient this all is.  There are people doing it better.  Kudos to them and I will gladly continue to patronize their business when this all passes."
,https://ca.trustpilot.com/reviews/5e987b1a086b6409bc86067e,Cavy Care Inc.,1 star: Bad,This is the worst service I have ever…,This is the worst service I have ever experienced. At ALL levels! You will be disappointed!!!!!
,https://ca.trustpilot.com/reviews/5e985763086b640954385bdd,Carrie Burns,1 star: Bad,No social distance from employees,"No social distance from employees,  no masks worn. They yell at employees.  Seems like a terrible company."
,https://ca.trustpilot.com/reviews/5e9793e0086b6409bc85738c,kraik rm,1 star: Bad,Terrible customer feedback,What more can I say... two weeks and they haven't responded to me to resolve my concerns - how do they expect to get repeat customers? Would never shop with them again
,https://ca.trustpilot.com/reviews/5e978465086b6409bc856c89,Dissatisfied,1 star: Bad,Complete waste of money,"Complete waste of money. Every time I tried to order ""No deliveries available at this time"""
,https://ca.trustpilot.com/reviews/5e9779b7086b6409bc85674a,James,1 star: Bad,Worst workers,"I would not trust any workers for instacart, they have no idea how to social distance and I fact get so close to the workers that they need to be constantly told to step back. During this time they should practice safe distancing so that the groceries they are buying aren’t contaminated. Very irresponsible and infuriating."
,https://ca.trustpilot.com/reviews/5e95f323086b6409bc8464b1,Maury,1 star: Bad,Forget trying to write a complaint,Forget trying to write a complaint. They don't have a process!!!!!!!!!!!!!!!!!!!
,https://ca.trustpilot.com/reviews/5e956085086b640954364c88,Ray Brown,1 star: Bad,Instacart never delivered my groceries…,"Instacart never delivered my groceries from Fry's Supermarket in Sun City AZ.  The website said they where out for delivery, HA HA what a joke. They never arrived and I was billed for an amount more than was stated on the receipt. As of 12:00 midnight on 4/13/20 Still no word from either Fry's or instacart. I have been a fry's shopper for many years, but no longer and I will never use instacart again."
,https://ca.trustpilot.com/reviews/5e952baa086b6409bc83c16e,Carl Tichauer,1 star: Bad,"I order groceries from Fry,'s grocery…","I order groceries from Fry,'s grocery store on 4/10 with a delivery date of 4/13 between 6-7pm. Order was never delivered, and don't know when and if it will get deliverd. When you try to call Instacart you can't get through since nobody answers. I will never use Instacart again and highly tecommend that you don""t either. This company sucks, and can't believe they are still in business."
,https://ca.trustpilot.com/reviews/5e94d7a8086b640954362654,Sharee Wert,1 star: Bad,DONT WASTE YOUR TIME,DONT WASTE YOUR TIME! I ordered and it said 4 hours then 8 hours later still nothing. Its a con the end.
,https://ca.trustpilot.com/reviews/5e94b61d086b6409bc83945c,Petra Ash,1 star: Bad,First time user and last time user,First time user and last time user. Didn’t get the meat I ordered but it’s on the receipt. Almost $20! Guess someone had a good Easter. Can’t get a hold of anybody from Instacart. Horrible company. Put in dispute wit credit card company. They’re not getting my money.
,https://ca.trustpilot.com/reviews/5e948b9a086b6409bc837218,Hailey,1 star: Bad,This site is HORRIBLE!,"This site is HORRIBLE!! I placed a order and understood it may take time due to pandemic it said 1 week, I was ok with that then the site said delivery with in 5 hours Saturday morning by Saturday afternoon it said delivery between 3-8 at 8pm it said delivery between the 13-17 another week 😡that was not ok it was a 600.00 order and my family needed that. Now I’m fighting them to get my money back!!!!! DONT USE THIS SITE ITS FRAUD"
,https://ca.trustpilot.com/reviews/5e947683086b6409bc835fae,Nancy,1 star: Bad,"Ordered, never delivered","I ordered and was delighted w next day service and planned a dinner get together. Next day I was told Dean was on his way, and then that Dean had delivered my order. I never did get my order. I was frantically trying to reach out to them and 3 days later still haven’t heard a word from them."
,https://ca.trustpilot.com/reviews/5e9376ac086b640954357346,Camille Amodio Thompson,1 star: Bad,I had know Idea how bad the service of…,I had no Idea how bad the service of this company would be. No communication! I waited a week and when the time came no groceries.  They are taking advantage of people during a tragic time during the Coronavirus. TERRIBLE!!!!!
,https://ca.trustpilot.com/reviews/5e9248c1086b640954350248,Grader C,1 star: Bad,"After a week, my delivery was left on 'New' and was never even attempted","I put in an order a week ago, and I knew it would be busy because of corona. Some friends recommended trying it for Wegmans grocery delivery. So I entered that 'Next available time slot' option. I ordered it on a friday and it said groceries would be delivered between tuesday and saturday. That was fine with me, I expected a possible week waiting time because of the virus. Guess what, after waiting patiently alllll week for my groceries I checked my status now on Saturday, the last day of delivery. It is still listed as 'New' meaning nobody's currently looking for my groceries or even close to delivering it. You know what I have in my fridge? Water and a single radish. Because I wanted to do my part and stay home as much as possible I waited and waited and waited. Let me be clear when I say, I'd rather risk corona and go in person than ever try this service again. BS waste of time. (Also as an after note I didn't even realize there was a tip option, it was left as default. I saw on the news instacart shoppers are only shopping for those who tip a lot. That must've been the problem, which is honestly also BS.) This is a company which means someone has to fulfill the agreement even if they're not happy about getting a low tip (also as a sidenote I would've tipped a lot more than the default if I'd known it was there). What about the poor elderly who need groceries delivered and can't tip? Just going to leave them on 'New' and let them starve? Whole thing is crap, I will never order through it again."
,https://ca.trustpilot.com/reviews/5e92079b086b64095434e8e3,Marc K,1 star: Bad,Awful,"Awful , they send emails saying they are delivering and I’ve been trying for two weeks multiple times a day . There are other great companies doing the same thing and much better ."
,https://ca.trustpilot.com/reviews/5e91e476086b64095434d3f3,Kim Burns,1 star: Bad,No need to share my experience every…,No need to share my experience every review for 1 star is absolutely correct!!!! DO NOT USE THIS SERVICE PLEASE BE CAUTIOUS
,https://ca.trustpilot.com/reviews/5e91d78f086b64095434cb9d,Jude Callingbull Franson,1 star: Bad,All im going to say is instacart has…,All im going to say is instacart has earned their 2000 1 star reviews. Just dont use them and save yourself the stress.
,https://ca.trustpilot.com/reviews/5e91157a086b640954347811,Ericka Lopez Geronimo,1 star: Bad,Did not get what  I paid for,Did not get what  I paid for. Impossible to get a hold of customers service. Apoorva Mehta should be ashamed of himself!!
,https://ca.trustpilot.com/reviews/5e906a9f086b6409bc8193ca,Colleen Mcgowan Hardin,1 star: Bad,Do not even consider working for these…,Do not even consider working for these people.I signed up got the app shopped for someone delivered the food and never got paidAnd there is no way to reach them at all!
,https://ca.trustpilot.com/reviews/5e8fc501086b6409bc814368,Trina Messner,1 star: Bad,Thanks for ruining Easter,"Thanks for ruining Easter. As if Covid- 19 wasn't enough, now you have left us with no food. First no family for Easter, now thanks to you no food either. SHAME ON YOU !!!!"
,https://ca.trustpilot.com/reviews/5e8f8fdf086b6409bc813396,Barry C Clesh,1 star: Bad,They need to hire more people I've been…,"They need to hire more people I've been waiting 3 days to order, they say that they are busy, sounds like a win win hire!!!"
,https://ca.trustpilot.com/reviews/5e8f62d1086b640954338f51,Marv Wrightly,1 star: Bad,Terrible service,"Terrible service; cannot produce accurate results as to delivery or items ordered.Software is a joke; points to specific area for next step, its not there.Get someone to write decent software that works, then try againAwful!!!!"
,https://ca.trustpilot.com/reviews/5e8f3766086b640954336755,Satish Kadiyala,1 star: Bad,Never use instacart for delivery…,"Never use instacart for delivery service , they Just cheat people and never deliver to correct adress and they never respond to customer when we call you or try to reach by another source. Might be they are using this service to cheat the people"
,https://ca.trustpilot.com/reviews/5e8f28ea086b640954335869,Rory Martynowski,1 star: Bad,Don't use this service..its junk..your…,Don't use this service..its junk..your order will get pushed back by weeks..your better off going to the store and getting it..this service doesn't care about your health cause it can't live up to there times..you will run out before you get your stuff..and it will force you to get out and risk it. So go ahead risk it.. This service has proved it can't do as it says..worthless
,https://ca.trustpilot.com/reviews/5e8e8c2d086b64095432f44e,Uncle Rene,1 star: Bad,Man last time i use instacart..,Man last time i use instacart... person doing the shopping reported they had delivered to my front door ..60 dollars of groceries and nothing here ... hmmm ..duck instacart!!
,https://ca.trustpilot.com/reviews/5e8e89c2086b6409bc8077d6,Jennifer De Leon,1 star: Bad,First time using this service but…,"First time using this service but because of the situation we are in now, i tried it and mind you i'm doing this for my SENIOR PARENTS. I ordered about $90 worth of grocery necessity, yes i was told that the stuff might be out of stuck so i said ok, 4 items out so 1 item was left, they bought it and claimed to have delivered it!!! NOWHERE TO BE FOUND! I asked the delivery guy via text but no response. E mailed the instacart CS but i had to wait for 59 minutes.....im still waiting!!! I know the salad is nothing but why lie about it? Why say delivered when it wasnt? This is the test that GOD had put on his children...especially nowadays, many chooses to be dishonest. All morale and values are thrown out the door. ITS JUST SAD!!!! I pray for this kind of people but KARMA is always lurking just around the corner......"
,https://ca.trustpilot.com/reviews/5e8e6375086b64095432ebab,Brenda Zacharias,1 star: Bad,Placed my order a week ago,"Placed my order a week ago. Ordered groceries counting on their arrival day they stated. No email, call or anything. The only contact number they post is unavailable.Unbelievable!! Do NOT use this service!!"
,https://ca.trustpilot.com/reviews/5e8e44dc086b6409bc80646d,rick rollo,1 star: Bad,Ordered from Pick N Save,"Ordered from Pick N Save, told would be 6 days for delivery. Ok fine, groceries to be delivered at 8:00 pm. Get text at 8:01 saying sorry we are busy will deliver 4 days later! Contact company they say so sad, too bad nothing they can do. Ask if I can pick up they say sorry not an option!!!"
,https://ca.trustpilot.com/reviews/5e8e37de086b64095432d909,larry yang,1 star: Bad,Terrible,"Terrible. I wish there are rating worse than 1 star. Can't do anything to make order and you are complete in dark what is going, Busy, how much waiting time, how to resolving waiting on line, alternatives etc. Nothing offer there absolutely nothing. Hope there are more competition in this industry."
,https://ca.trustpilot.com/reviews/5e8dfdde086b6409bc802d8d,Delivery,1 star: Bad,Bad customers,"Bad customers - We are in a pandemic and people are trying to order stuff they know they can't get and then complain they can't get flour, pasta. Yesterday a customer bought 60 bottles of soda 2l bottles and did not even tip. People are not leaving tips for people struggling and trying to do their best in delivering food. Instacart need to have a rating system for customers so that we know who not to deliver for. Customers have been so bad that i went over to door dash. People can stand in line and wait to go into the grocery or pay people and show some kindness."
,https://ca.trustpilot.com/reviews/5e8d6077086b6409543220a8,Pissed off consumer,1 star: Bad,Instacart does not make employees wear masks,"I read online that Instacart was providing masks for their employees. I trusted that and made the decision to have Instacart to do our shopping. Our daughter is considered high risk, so I thought it would be safer to have groceries delivered. Our Instacart shopper did not wear a mask, or gloves. I may as well have done the shopping myself as I feel we are potentially exposed to the virus now anyway! I at least would’ve worn a mask and gloves. I am extremely stressed. If this shopper has the virus, it’s all over absolutely everything. At what point do we start suing people and holding them accountable for lost lives? WAKE THE F UP INSTACART! Provide masks for your employees and make them wear them. Lord knows we pay you enough for your services. It’s the least you could do."
,https://ca.trustpilot.com/reviews/5e8d376e086b6409bc7f9d3a,Angela Gold,1 star: Bad,Terrible service,Terrible service. I placed an order and it was going to be deliver 7 days after. Not what was advertise.  I had to make a quick trip to the grocery store on my own instead of waiting 7 days.False advertisement.
,https://ca.trustpilot.com/reviews/5e8cfc65086b640954320b68,Sandi&Bill Korth,1 star: Bad,unresponsive,My first order from Instacart went well but my second order never arrived even though the app said it had been delivered.   No response from the company and no way to contact anyone other than reporting an issue on the app.  I will not use again as it is not worth the hassle.
,https://ca.trustpilot.com/reviews/5e8be630086b640954314670,Scott Cheffer,1 star: Bad,They never delivered my order,
,https://ca.trustpilot.com/reviews/5e8bb96f086b6409bc7ec0b0,wwmarkman,1 star: Bad,My order never showed up and I’m not…,My order never showed up and I’m not sure how to get my money back. I put a claim in the day after this 130.00 order never appeared. Will not pay it on my cc!!! They suck
,https://ca.trustpilot.com/reviews/5e8b9ccf086b640954313179,Kerry McKenzie,1 star: Bad,Instacart,"Right from the start, the website has a poor User Experience (U/I) and very clunky. If you place an item in your cart, impossible to remove nor update them.  Not sure if it's because demand has spiked and the site is having issues, but, I am not able to place an order from Instacart. I'll have to find another way to order."
,https://ca.trustpilot.com/reviews/5e8b497b086b6409bc7e6af3,lin ferriera,1 star: Bad,I am a senior and shop for myself and…,I am a senior and shop for myself and motherI placed my order Sunday 3-2 and have no updates whatsoever There is no way to reach them just to get an update of any kindWhat company has no way to reach them? I understand they're extremely busy but if they cant handle the orders maybe they shouldn't  be in business
,https://ca.trustpilot.com/reviews/5e8ad484086b640954307f5c,Becca Gladden,1 star: Bad,This service sucks (as you can see by…,This service sucks (as you can see by all the other ratings). Do not use Instacart!!
,https://ca.trustpilot.com/reviews/5e8a66b4086b6409bc7ded09,Viet Bui,1 star: Bad,Anyone knows a better service you could…,Anyone knows a better service you could recommend? Thanks.Vi
,https://ca.trustpilot.com/reviews/5e8a615c086b6409543068e5,Jerry palacios,1 star: Bad,I have been trying to utilize this…,"I have been trying to utilize this service, So far, All I have been getting is that service is unavailable, or all shopper are booked. So it is not worth wasting time trying to shop here"
,https://ca.trustpilot.com/reviews/5e8a45aa086b6409bc7de397,Lolaa F,1 star: Bad,Instacart truly sucks.,My card declined at the register after shopping a huge batch that took me an hour. When I try to contact instacart theres no number and no one responded to my chat. I just want my money. I'm never working for instacart again!
,https://ca.trustpilot.com/reviews/5e8a44bb086b6409bc7de33f,Larry Sullivan,1 star: Bad,Two alleged deliveries today,"Two alleged deliveries today. Where? Who knows! Submitted issues on both. Other than the standard automated replies saying that they'd look into it, nothing. Two previous issues are unanswered as well."
,https://ca.trustpilot.com/reviews/5e8a4365086b6409bc7de2d0,Sarah Keyes,1 star: Bad,Instacart shoppers come into Jackson…,"Instacart shoppers come into Jackson Michigan Kroger 680 smelling like they haven’t washed in months when they talked to us employees they are rude as hell, One instacartcame yesterday nearly ran me over with the cart she never says excuse me always has her Bluetooth in her here just talks louds as possible about her damn drama no body  wants too hear that then there a couple who are really nice but please shower before coming to do an orderI make sure I shower for you"
,https://ca.trustpilot.com/reviews/5e8a07e1086b6409bc7dc517,Cassidy Gilmore,1 star: Bad,Do not use this service,"Honestly, just avoid Instacart. Save yourself the time and money."
,https://ca.trustpilot.com/reviews/5e89f555086b6409543037d2,Jedi Rueda Dudurich,1 star: Bad,Don’t waste your time and money!!!,
,https://ca.trustpilot.com/reviews/5e894daf086b6409bc7d7322,LL Wright,1 star: Bad,I ordered a gallon of milk was billed…,I ordered a gallon of milk was billed for a gallon of milk along with 18 other items. I did recieve 18 items but not the gallon of milk and it shows on my receipt that it was paid for. What's up with that?
,https://ca.trustpilot.com/reviews/5e8925ca086b6409bc7d6e0d,Serina Headley,1 star: Bad,I put 1 star but I wouldn't even give…,"I put 1 star but I wouldn't even give it that!!! I bought 930 worth of food and the store didnt have all I needed so it came to them owing me 150 back.Ive been trying to talk to them for almost a month, I bought off of 3 stores at the same time , aparently I owed 27 for one store so instead of taking it out of the 150 they owe me , they said they were going to email how to pay the 27 ...In  order to get the 150 , they were going to email me then and there , it's now been a week and a half , I msged the chat and now he cant find that they owe me , I have the receipts and bank statement that they do , I just want my money back ! Horrible do not use this screwed up service !!"
,https://ca.trustpilot.com/reviews/5e88af76086b6409bc7d3c75,Alan Patz,1 star: Bad,My first and last time!!,"My first and last time.  Shopper was great, but web site was not up to date.  Only got 50 % of what I ordered."
,https://ca.trustpilot.com/reviews/5e88a281086b6409bc7d33f8,T. S. O,1 star: Bad,Nothing was available on my grocery…,Nothing was available on my grocery list. I honestly believe the shoppers do not try hard enough to locate items. Never using them again
,https://ca.trustpilot.com/reviews/5e882d2c086b6409542f6337,Tom,1 star: Bad,Instacart needs some competition in…,Instacart needs some competition in Hawaii because it’s the most unreliable service I have ever seen.  It takes a week to get delivery and by that time most of your order has run out of stock before the delivery date and then they don’t honor their confirmation date or time in addition to not having the courtesy to let you know.
,https://ca.trustpilot.com/reviews/5e875f27086b6409bc7c7f43,Marisa Forzano,1 star: Bad,This company sucks need I say anymore.,
,https://ca.trustpilot.com/reviews/5e868aef086b6409bc7bee30,Ryan Blackmon,1 star: Bad,This is a different take on the…,"This is a different take on the service. I have tried it before Covid 19 and found it very convenient. However now I 'm trying to save money and I just waited in line at Costo for over two hours today. And during for what felt like an eternity, to my chagrin I saw scores of shopping service employees walking strait into the store and slowing our access considerably. I understand there are elderly and immune deficient people who benefit from this service. But let's face it...this is a service mostly for rich people and this is just another fast track sticker they can easily afford. My suggestion is this service wait like the rest of us. But as said by the pigs in Animal Farm, some are more equal than others."
,https://ca.trustpilot.com/reviews/5e865794086b6409bc7bddd8,Scott Burton,1 star: Bad,Instacart is the worse delivery…,"Instacart is the worse delivery service. I used them 3 times all 3 times the order was messed up and they only fixed it one time . Believe me use Fresh from Amazon instead, They never mess up and if they do they fix it immediately."
,https://ca.trustpilot.com/reviews/5e863e2a086b6409bc7bcbe4,Anna Marie Skrocki-Hebb,1 star: Bad,They just can’t get it right anymore,They just can’t get it right anymore. I used to use this service all the time until they started hiring brain dead individuals - save your money And aggravation and go shop For yourself!!!
,https://ca.trustpilot.com/reviews/5e860fcd086b6409bc7b90bd,Amy,1 star: Bad,horrible experience,horrible experience. wait for weeks but never see my delivery. will never use and recommend others not to use
,https://ca.trustpilot.com/reviews/5e86066c086b6409bc7b815c,Robert,1 star: Bad,Instacart needs a lawsuit brought against them!,"It is impossible to contact them!  They want it that way.  Instacart knows they are ripping people off and they make it impossible to reach them.......ALL THE WHILE BEING POLITE AT EVERY TURN..... Apparently they are in my bank account for a yearly subscription of $99....and I never knew it until they sent an email yesterday, informing me that the yearly subscription rate will increase and daily shopping rates will increase....all this while you cannot even get a delivery from them!Companies like these need law suits brought against them.  Count me in on a class action suit"
,https://ca.trustpilot.com/reviews/5e8540ed3c93ae0314584300,KC,1 star: Bad,Below sub-standard,Below sub-standard. Frankly I don’t know how a company like this even stays in business
,https://ca.trustpilot.com/reviews/5e8536253c93ae06dc6e8ad3,Miles Mitchiner,1 star: Bad,I've been tricked into paying for a…,"I've been tricked into paying for a full year subscription by their underhanded tactics.I fully believed I was signing up for month to month for $9.99, not $99.00 for year.Now when I call the person who answers can't access my account, for some reason and they refuse to respond to numerous emails. Worst delivery company ever."
,https://ca.trustpilot.com/reviews/5e850d113c93ae06dc6e7eff,Robert Neilitz,1 star: Bad,terrible,"terrible, terrible, terrible, I'm a senior widowed verteran, I tried to use them twice thru Pick n save, appleton, both times no groceries, bad, bad, bad"
,https://ca.trustpilot.com/reviews/5e83ffd13c93ae06dc6dbf4f,St,1 star: Bad,Awful useless service,"Awful useless service. We used them 3 times. And each time they lost some products( but didn't forget to take money for those). They often put items as ""out of stock"" . Because of that we had to come to the shop personally. And guess what- we found these items in the shop.When they mark items as ""removed"" - it often happens that despite removal the payment was applied."
,https://ca.trustpilot.com/reviews/5e83f3233c93ae06dc6dbd22,GalSereno,1 star: Bad,TOTAL FAIL,"InstaCart has wasted my time and, in the end, FAILED TO DELIVER my groceries. It was my first order and will be my last without question. I don't care about any coronavirus excuse. We waited, and waited, and waited. Even had the ""shopper"" ask me what scallions were. (There's a hint right there!) Then we waited another full hour and got a cancellation notice from InstaCart. No explanation. No nothing. I will never use this business again."
,https://ca.trustpilot.com/reviews/5e83e2593c93ae0314577075,Igor Gofman,1 star: Bad,Absolutely unreliable,"Absolutely unreliable. Waiting for 1 week + 1 day for delivery.Nothing happened.Nobody sent a message, email or so.The app doesn't show any progress.If you (instacart) are too busy, just don't take the orders instead of fooling the people."
,https://ca.trustpilot.com/reviews/5e83afc93c93ae06dc6da84d,GLORY,1 star: Bad,Do not use Instacar they have a…,Do not use Instacar they have a terrible service I order eleven items but they just brought me one of the eleven things I ordered they said they are going to comunique with me but after 26 hours Iam still waiting
,https://ca.trustpilot.com/reviews/5e8347203c93ae06dc6d5003,Laura Sanders,1 star: Bad,No way to stop subscription on website,"I joined and have not been able to get a delivery.  And then I read about how badly they treat their workers, so I decided to quit.  There is not where to quit the subscription on the website.  I finally found a telephone number but the wait time is 45 minutes (and it is 5:30am!)."
,https://ca.trustpilot.com/reviews/5e8337d53c93ae06dc6d413a,Robert,1 star: Bad,Forget it!,"At this point, I cannot even determine if they will deliver tomorrow or at any time in the future.  I CAN build a grocery cart, but I cannot get ANY information on if or when they will be able to deliver.  There is nothing sincere about anything coming off their website now.   Call them and you will placed on hold for 35 minutes.....if they even pick up then."
,https://ca.trustpilot.com/reviews/5e81f6403c93ae06dc6c848a,Emily Devereaux,1 star: Bad,Instacart Strike,"For anyone who is unaware, the shoppers for Instacart are currently on strike. This is why you may have one person start shopping for your order and dropping out shortly after, etc.I really loved Instacart but I haven't felt comfortable using their service since I found out how mistreated their shoppers are. The company is JUST NOW supplying them with hand sanitizer, and they aren't getting hazard pay, and tips are somehow not required during this time. Also, their paid sick leave that they boast about is only if they can prove they've tested positive for COVID 19, and we all know how hard it is to get tested in the US right now. I encourage you all to abstain from using IC right now until the employees demands are met. I am a member of Instacart Express and it has been a huge convenience to have. However, the shoppers that are on the frontlines have been the reason why I loved IC so much. They do the hard work and they deserve to be taken care of accordingly. If you are in a situation where you must use IC, PLEASE tip how you would want to be tipped if you were shopping and delivering strangers' groceries during a pandemic and your job didn't supply you with any safety equipment or health insurance. Thank you."
,https://ca.trustpilot.com/reviews/5e8110503c93ae06dc6c2065,Gustafson Maria,1 star: Bad,They place a $ 170.00 hold in your…,They place a $ 170.00 hold in your card!! It's a rip-off!!!!
,https://ca.trustpilot.com/reviews/5e80b6773c93ae06dc6bf174,Karen Nadeau,1 star: Bad,I know they are currently overwhelmed…,I know they are currently overwhelmed but they are also unreachable.
,https://ca.trustpilot.com/reviews/5e8084063c93ae0314558e31,Debbie Keeler,1 star: Bad,Terrible,Terrible. I am in Fredericton New Brunswick.  I ordered flowers for my self-isolated birthday from Superstore and chose the Signature Bouquet. What I got was a bunch of 50%off flowers. The bright pink 50% off sticker was clearly visible. Shame on Instacart. NOT RECOMMENDED!
,https://ca.trustpilot.com/reviews/5e802fa33c93ae0314556fb8,Tiffany Hoke,1 star: Bad,What a Joke!,"On 3 different occasions I have created my order in my cart. I had been told they were now available  in my area when I typed in my address. Approximately 45 each time was waisted selecting my items because once I got to the checkout it said deliverly is not available in my area. Ok, then I tried to switch it to pick up... that's not available in my area either. Needless to say I will not ever try to order again regardless of what the ""new location"" email says."
,https://ca.trustpilot.com/reviews/5e7fb5573c93ae0314555862,ben latker,1 star: Bad,Horrible company.  Doesn't deserve any stars!,Horrible company.  Taking advantage of people in the worst of circumstances.  Why companies like BJ's or Costco would want to be associated with them makes no sense.  They shouldn't be allowed to advertise their services and deceive the public at any time but especially during a crisis.
,https://ca.trustpilot.com/reviews/5e7e3a7e3c93ae06dc6af605,Toots N Tom Woods,1 star: Bad,Not getting all that I paid for,Not getting all that I paid for. No way to talk to anyone to get it straightened  out. Guess I have to go to the store but is risky for a 83 year old.
,https://ca.trustpilot.com/reviews/5e7e35583c93ae06dc6af163,P Petroff,1 star: Bad,I NEED TO SPEAK TO INSTACART,"I NEED TO SPEAK TO INSTACART!  I made a large order with each of Loblaws and Walmart and the order was delivered fine. After that delivery, I was unable to login and the system wouldn't let me reset my password. I waited on the line over 2 hours and 42 minutes and was told to hold for an agent, and I was promptly cut off. My biggest issue is that they delivered a duplicate of my original large order two days after the first delivery. If the people at Instacart read this PLEASE CALL OR E-MAIL ME."
,https://ca.trustpilot.com/reviews/5e7e2d3d3c93ae031454a132,DISAPPOINTED,1 star: Bad,NO indication if out of stock.,It does not say if an item is out of stock when you go to order it. So you add all these things to your cart and PAY and then they don’t have any of it. BAD BAD APP
,https://ca.trustpilot.com/reviews/5e7e26513c93ae06dc6ae3f6,fim fim,1 star: Bad,I PAID 150 dollars and my order was…0 starts plz,I PAID 150 dollars and my order was incomplete and they only gave me 50 dollars worth of items and never came back with the rest. PLZ DO NOT USE THIS COMPANY USE DOORDASH ITS LEGIT JUST USED ITPLZ Listen to all the reviews before you buy plz plz plz THIS IS A HUGE SCAMING INDUSTRY!!!!!!!!!!!!!!!!!!!!
,https://ca.trustpilot.com/reviews/5e7df9d93c93ae06dc6abd55,Pedro,1 star: Bad,Horrible!,Horrible!! If only I would have look at the reviews first. Bad is exactly what this company is. 👎
,https://ca.trustpilot.com/reviews/5e7d8fb33c93ae06dc6a767b,Rebecca T,1 star: Bad,My order was supposedly left at my…,"My order was supposedly left at my door. I was home, gates were open (so no excuse to have not left it at my door) and the gardeners there - NOTHING! And, no recourse as everything is on-line. What a waste of time, money and energy being upset!"
,https://ca.trustpilot.com/reviews/5e7d2ed13c93ae06dc6a640a,Sara Porter,1 star: Bad,Complete disappointment,Went to Tops to pickup today and waited 30 minutes. Greeted by a lady and was told there was no record of my order or the shopper getting my order. Said the shopper went AWOL. I will not be using any kind of curbside pickup ever. Not if you can’t trust that your order will actually be there. So so disappointing.
